suite,dimension,budget,algorithm,payload_algorithm,function_id,n_runs,terminal_value_source,nfev_total_known,nfev_total_min,nfev_total_max,overrun_runs,max_budget_excess,source_path,source_sha256
cec2022,20,1000000,MSC-CMA,MSC-CMA,1,51,pkl.errors,True,984199,1000011,43,11,/home/svety/cma_es_project/experiments/cec2022/d20/MSC-CMA/maxevals_1000000/f1.pkl,41f1a328ca2942e8aaf0dcbc8b9bf825d22f700454d6cab8c91bcbf0309f6e93
cec2022,20,1000000,MSC-CMA,MSC-CMA,2,51,pkl.errors,True,1000000,1000011,47,11,/home/svety/cma_es_project/experiments/cec2022/d20/MSC-CMA/maxevals_1000000/f2.pkl,8e893576545aea6554029d83bb1c2c5af87ce2de7fddeefc9ad0936d48400031
cec2022,20,1000000,MSC-CMA,MSC-CMA,3,51,pkl.errors,True,970040,1000006,1,6,/home/svety/cma_es_project/experiments/cec2022/d20/MSC-CMA/maxevals_1000000/f3.pkl,fb6fa19abf1cad4fdaeb39128c6e56f37f92e19e741cf6394d49ff6183f8ca46
cec2022,20,1000000,MSC-CMA,MSC-CMA,4,51,pkl.errors,True,994823,1000011,44,11,/home/svety/cma_es_project/experiments/cec2022/d20/MSC-CMA/maxevals_1000000/f4.pkl,0b2b3810368ef9a977615caa6d759cae042ad94208fbe4abd7cf9ca515069b0f
cec2022,20,1000000,MSC-CMA,MSC-CMA,5,51,pkl.errors,True,986370,1000011,47,11,/home/svety/cma_es_project/experiments/cec2022/d20/MSC-CMA/maxevals_1000000/f5.pkl,ce105b4b405b75343524be4777601938c0d03836bf69822278deb9fb3dc1f180
cec2022,20,1000000,MSC-CMA,MSC-CMA,6,51,pkl.errors,True,1000000,1000011,45,11,/home/svety/cma_es_project/experiments/cec2022/d20/MSC-CMA/maxevals_1000000/f6.pkl,38faeab6c80f90cab07e41beead16c49c2cc7de8586fe1dd353661e8b244b975
cec2022,20,1000000,MSC-CMA,MSC-CMA,7,51,pkl.errors,True,972536,1000011,36,11,/home/svety/cma_es_project/experiments/cec2022/d20/MSC-CMA/maxevals_1000000/f7.pkl,77ed4e22dbd288793180f6c9f6450a555eb5b85d9fcff6715f293703c2fca9b5
cec2022,20,1000000,MSC-CMA,MSC-CMA,8,51,pkl.errors,True,1000000,1000011,48,11,/home/svety/cma_es_project/experiments/cec2022/d20/MSC-CMA/maxevals_1000000/f8.pkl,0e58acb553ef4e6ddf2dbad8074183bc1e778a1cf3979650131fa91908385686
cec2022,20,1000000,MSC-CMA,MSC-CMA,9,51,pkl.errors,True,1000000,1000011,48,11,/home/svety/cma_es_project/experiments/cec2022/d20/MSC-CMA/maxevals_1000000/f9.pkl,509b30d59d1716cc1415facd2726353c483505b7ff2313f77e85b7708cb8ec9c
cec2022,20,1000000,MSC-CMA,MSC-CMA,10,51,pkl.errors,True,981326,1000011,42,11,/home/svety/cma_es_project/experiments/cec2022/d20/MSC-CMA/maxevals_1000000/f10.pkl,3c427158a1de559b7826a8c8ff9d2fd55b40bfd0ff1e75d0f3786d442ebdc8d3
cec2022,20,1000000,MSC-CMA,MSC-CMA,11,51,pkl.errors,True,965754,967000,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/MSC-CMA/maxevals_1000000/f11.pkl,43454ce38f16f91515bb5d774115c9b16a67f47d0d034e3cb5ee3f9f0c817315
cec2022,20,1000000,MSC-CMA,MSC-CMA,12,51,pkl.errors,True,1000000,1000011,43,11,/home/svety/cma_es_project/experiments/cec2022/d20/MSC-CMA/maxevals_1000000/f12.pkl,f988a506f0c196ac2a6d1f492b5a27b54475850c193add99d4bc137512b7edab
cec2022,20,1000000,CMAES-NBC,CMAES-NBC,1,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/CMAES-NBC/maxevals_1000000/f1.pkl,a1b87de9c9e140c95f1010fe84b2790a68c5528b3c8b283c68ca83a5b8b75903
cec2022,20,1000000,CMAES-NBC,CMAES-NBC,2,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/CMAES-NBC/maxevals_1000000/f2.pkl,e7bf6cd05330fa2a0fbacc3714b53f01031bf249f976975f2ae7674a0d989819
cec2022,20,1000000,CMAES-NBC,CMAES-NBC,3,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/CMAES-NBC/maxevals_1000000/f3.pkl,9c061d7dd0c7bf0dd932b5312daa56c128603263aadbe161f4d0c11a08e8248e
cec2022,20,1000000,CMAES-NBC,CMAES-NBC,4,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/CMAES-NBC/maxevals_1000000/f4.pkl,b6960c96ef094f30cdc0ac4519c7cb818db26c5b420bec033961ef52841d829e
cec2022,20,1000000,CMAES-NBC,CMAES-NBC,5,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/CMAES-NBC/maxevals_1000000/f5.pkl,ebcf3081dd62b52415d14ae7d84c7d2a784824e2e0080b60d1ec9b0e59c1684d
cec2022,20,1000000,CMAES-NBC,CMAES-NBC,6,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/CMAES-NBC/maxevals_1000000/f6.pkl,a51355eea0f4fcab3095fd3979f05f7366cf81dac6135edc1627c6507cd0689e
cec2022,20,1000000,CMAES-NBC,CMAES-NBC,7,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/CMAES-NBC/maxevals_1000000/f7.pkl,30d8033f38f69b011b00ecff388389d0accd8c2b02c30240c7b1464682a46c39
cec2022,20,1000000,CMAES-NBC,CMAES-NBC,8,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/CMAES-NBC/maxevals_1000000/f8.pkl,ddb339128baa3b61e0943d9cb752cec143f19e99140673dbc7e1973363ecb9c4
cec2022,20,1000000,CMAES-NBC,CMAES-NBC,9,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/CMAES-NBC/maxevals_1000000/f9.pkl,74fe2dedfbecefa2266c9367d65d1be35932ae866d7452496f4ecc29bbf1bcca
cec2022,20,1000000,CMAES-NBC,CMAES-NBC,10,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/CMAES-NBC/maxevals_1000000/f10.pkl,dd0406c8e770547777d54318cb81189078899661f4f5c611cad029fccd9d9890
cec2022,20,1000000,CMAES-NBC,CMAES-NBC,11,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/CMAES-NBC/maxevals_1000000/f11.pkl,bea4687520a0f647d0a44ef0d10c65873fbf585573089515f4a78732b27e3834
cec2022,20,1000000,CMAES-NBC,CMAES-NBC,12,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/CMAES-NBC/maxevals_1000000/f12.pkl,c8bfcf67fc67f6014679d02fcf6b91dac1da8bc4bfbc3e072a8ada9ae3ab7e0d
cec2022,20,1000000,BIPOP-CMA,BIPOP-CMA-pycma,1,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/BIPOP-CMA/maxevals_1000000/f1.pkl,3a1caa888f1ee51b459e1cf52172de6b8e4d8795bec9e439668a0f6ab9b9003a
cec2022,20,1000000,BIPOP-CMA,BIPOP-CMA-pycma,2,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/BIPOP-CMA/maxevals_1000000/f2.pkl,23097f41d8a1e5d1b42051662ad9b72898710a83863a50d225ac4ce4ee9e9914
cec2022,20,1000000,BIPOP-CMA,BIPOP-CMA-pycma,3,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/BIPOP-CMA/maxevals_1000000/f3.pkl,294ab2725361e7877ef3559423a7b22c37192f8c963dd90a91223c7d662204b2
cec2022,20,1000000,BIPOP-CMA,BIPOP-CMA-pycma,4,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/BIPOP-CMA/maxevals_1000000/f4.pkl,4a62bedef614f795fca93881695ea5082f0dca04a62a92e832584f14aa2e1f0f
cec2022,20,1000000,BIPOP-CMA,BIPOP-CMA-pycma,5,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/BIPOP-CMA/maxevals_1000000/f5.pkl,206b1860c157e49001ff0f6c8b7a701fb859dfefc7e97efbb60f7da0b8fd233f
cec2022,20,1000000,BIPOP-CMA,BIPOP-CMA-pycma,6,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/BIPOP-CMA/maxevals_1000000/f6.pkl,0287d407ab8f5068b98a958d83f876687ffb4979a77d9952d0529c1db9d68589
cec2022,20,1000000,BIPOP-CMA,BIPOP-CMA-pycma,7,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/BIPOP-CMA/maxevals_1000000/f7.pkl,c4e760fe28c8be4a8dfb836eb1663eb7fb5a58af7b3fe50ef263a9053efe684e
cec2022,20,1000000,BIPOP-CMA,BIPOP-CMA-pycma,8,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/BIPOP-CMA/maxevals_1000000/f8.pkl,1fd18a33d2e6428329e7b205ecb998dc7ab4a36b8549986f79d2c56ada8f9e19
cec2022,20,1000000,BIPOP-CMA,BIPOP-CMA-pycma,9,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/BIPOP-CMA/maxevals_1000000/f9.pkl,da58620b99071bea6f83afa9835f77a9b5fe51047f613dc670c1ac28b57aaab3
cec2022,20,1000000,BIPOP-CMA,BIPOP-CMA-pycma,10,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/BIPOP-CMA/maxevals_1000000/f10.pkl,d4e107f9611b0218a86077e2d6db12f544f8b5ab0c9ecd0edbd0d5aca97231e4
cec2022,20,1000000,BIPOP-CMA,BIPOP-CMA-pycma,11,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/BIPOP-CMA/maxevals_1000000/f11.pkl,4ae2d3509d7d09eca6ff365f18979f1040a7ec70538ffd278ee3e3eb453aba09
cec2022,20,1000000,BIPOP-CMA,BIPOP-CMA-pycma,12,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/BIPOP-CMA/maxevals_1000000/f12.pkl,626dae45bf41b5a931a96503e7358a4080a0d0abd70721225884e7d39e9aa854
