suite,dimension,budget,algorithm,payload_algorithm,function_id,n_runs,terminal_value_source,nfev_total_known,nfev_total_min,nfev_total_max,overrun_runs,max_budget_excess,source_path,source_sha256
cec2020,5,50000,MSC-CMA,MSC-CMA,1,51,pkl.errors,True,47132,50009,36,9,/home/svety/cma_es_project/experiments/cec2020/d5/MSC-CMA/maxevals_50000/f1.pkl,43e17f836bea0904ec7e28ed01a9646f46d6d658202e382d991240bc1622f198
cec2020,5,50000,MSC-CMA,MSC-CMA,2,51,pkl.errors,True,45341,50009,8,9,/home/svety/cma_es_project/experiments/cec2020/d5/MSC-CMA/maxevals_50000/f2.pkl,312f0205a49b0924b79a908623e7d28a780ba90847fb95d13f97dd08ed6a22e6
cec2020,5,50000,MSC-CMA,MSC-CMA,3,51,pkl.errors,True,46392,50004,1,4,/home/svety/cma_es_project/experiments/cec2020/d5/MSC-CMA/maxevals_50000/f3.pkl,d8f77d5e412c6b1dbb4b0a3a0bfe09bd806959ae2ae2519f9420927250596cfb
cec2020,5,50000,MSC-CMA,MSC-CMA,4,51,pkl.errors,True,45309,50008,11,8,/home/svety/cma_es_project/experiments/cec2020/d5/MSC-CMA/maxevals_50000/f4.pkl,e6f6371950c646407866e52aeb063824e289a58250a7833b9f3ef3355544d6a3
cec2020,5,50000,MSC-CMA,MSC-CMA,5,51,pkl.errors,True,48586,50009,15,9,/home/svety/cma_es_project/experiments/cec2020/d5/MSC-CMA/maxevals_50000/f5.pkl,0e0f4c040d475810b370e79e11c19aacb3a5f008d4a5091208a51490ecd2b7a2
cec2020,5,50000,MSC-CMA,MSC-CMA,6,51,pkl.errors,True,47525,50009,41,9,/home/svety/cma_es_project/experiments/cec2020/d5/MSC-CMA/maxevals_50000/f6.pkl,3d5ebc956f0166c90f7a9f39b1c857cd0c34c4c1a568e3c2e76454fca9c28dca
cec2020,5,50000,MSC-CMA,MSC-CMA,7,51,pkl.errors,True,47033,50009,45,9,/home/svety/cma_es_project/experiments/cec2020/d5/MSC-CMA/maxevals_50000/f7.pkl,5f3448ae218c8ae34ecc6e6d113cd08bc5390493ffec9dc27b979e704aa9a2ba
cec2020,5,50000,MSC-CMA,MSC-CMA,8,51,pkl.errors,True,46370,50009,26,9,/home/svety/cma_es_project/experiments/cec2020/d5/MSC-CMA/maxevals_50000/f8.pkl,aac3b3425f228ccaaef49be16af9959b0278ae9d0e8f58f6b31e33b4bb7910d0
cec2020,5,50000,MSC-CMA,MSC-CMA,9,51,pkl.errors,True,46120,50009,31,9,/home/svety/cma_es_project/experiments/cec2020/d5/MSC-CMA/maxevals_50000/f9.pkl,ad091a9ae56970f0cb5b096a1a8eebcc8567f94a5624101da9765cc05357c366
cec2020,5,50000,MSC-CMA,MSC-CMA,10,51,pkl.errors,True,46007,50009,33,9,/home/svety/cma_es_project/experiments/cec2020/d5/MSC-CMA/maxevals_50000/f10.pkl,731c1d037543d074863e732492ffcd961daf9bbf50612cfd11ffa599d2634d25
cec2020,5,50000,CMAES-NBC,CMAES-NBC,1,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/CMAES-NBC/maxevals_50000/f1.pkl,7ba532e2d4127d3d6b8ecdffea1708bfda587aa5883dc1e46c7cfd418bb2b2d2
cec2020,5,50000,CMAES-NBC,CMAES-NBC,2,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/CMAES-NBC/maxevals_50000/f2.pkl,5a6f5f776ac40e33a8b994f9b332ed69e4ce3978003123fa7f1c8e20cf837e34
cec2020,5,50000,CMAES-NBC,CMAES-NBC,3,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/CMAES-NBC/maxevals_50000/f3.pkl,7b05231e5f74d88591d39902ca202e96968b0745cb45cfb9b850263ffae0f1bf
cec2020,5,50000,CMAES-NBC,CMAES-NBC,4,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/CMAES-NBC/maxevals_50000/f4.pkl,9fed35238b092f37de7e91af7cc3f3152aefd3f24e2c897ca91f43258f885f2f
cec2020,5,50000,CMAES-NBC,CMAES-NBC,5,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/CMAES-NBC/maxevals_50000/f5.pkl,803e9499bedec1744e213a52f0ad6f3e5e9fb8f35f2ff4966c45262ece36cd89
cec2020,5,50000,CMAES-NBC,CMAES-NBC,6,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/CMAES-NBC/maxevals_50000/f6.pkl,39ba67eac285f2ac3310b8a83c0d948422f3e5244f19e9afd74052cda26a5131
cec2020,5,50000,CMAES-NBC,CMAES-NBC,7,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/CMAES-NBC/maxevals_50000/f7.pkl,49d51e3f26151ae26a0b9261658df5310ba8490af0cfce0c5d64dacc913a49d0
cec2020,5,50000,CMAES-NBC,CMAES-NBC,8,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/CMAES-NBC/maxevals_50000/f8.pkl,a6e8f2d0c9c1d36b1b9780ed99cd9e539abaf72c6a28c249e7864cf5cbf13dc4
cec2020,5,50000,CMAES-NBC,CMAES-NBC,9,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/CMAES-NBC/maxevals_50000/f9.pkl,855b4a39b7630f875b125ae37fa381ee187a14e53aa4c16c0124544da70b73ad
cec2020,5,50000,CMAES-NBC,CMAES-NBC,10,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/CMAES-NBC/maxevals_50000/f10.pkl,473502a6077f12911c8630cfe22d5f5e2ba67d319546e612129ad7fc668937c1
cec2020,5,50000,BIPOP-CMA,BIPOP-CMA-pycma,1,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/BIPOP-CMA/maxevals_50000/f1.pkl,c621c2e1217c368e6c6f45391768e2121d085be30853787632dfd68714715783
cec2020,5,50000,BIPOP-CMA,BIPOP-CMA-pycma,2,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/BIPOP-CMA/maxevals_50000/f2.pkl,68937a311efb34a63a778f3944b086e33721da8bd12f17e5e2100942008bc049
cec2020,5,50000,BIPOP-CMA,BIPOP-CMA-pycma,3,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/BIPOP-CMA/maxevals_50000/f3.pkl,cba9d0226e1137e3eaf49844945f4a638d1111de6f4ca5273defebfeed86e97a
cec2020,5,50000,BIPOP-CMA,BIPOP-CMA-pycma,4,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/BIPOP-CMA/maxevals_50000/f4.pkl,8c224192c7bee7c0608caf8276aa8269c9f0773ee6b04bfca65f78a6d2cec39d
cec2020,5,50000,BIPOP-CMA,BIPOP-CMA-pycma,5,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/BIPOP-CMA/maxevals_50000/f5.pkl,9630c05b240870b7ece05b9eb4b50ddb8496429d26f1bef022adb252b8f6903a
cec2020,5,50000,BIPOP-CMA,BIPOP-CMA-pycma,6,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/BIPOP-CMA/maxevals_50000/f6.pkl,3755dcf3f3ef0eb62d3c21c4f45f3afad1f62162b8963bd05122fbd8ca9dfbd1
cec2020,5,50000,BIPOP-CMA,BIPOP-CMA-pycma,7,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/BIPOP-CMA/maxevals_50000/f7.pkl,ca25852e8175f0aaa6534ed1f7a748119c1c8ec5d0bbb3dbcf39121631b41b84
cec2020,5,50000,BIPOP-CMA,BIPOP-CMA-pycma,8,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/BIPOP-CMA/maxevals_50000/f8.pkl,8fab8a70e4a9991d0c2587e13e56b2c547fb360e1ab5f5b8fffe690ede222424
cec2020,5,50000,BIPOP-CMA,BIPOP-CMA-pycma,9,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/BIPOP-CMA/maxevals_50000/f9.pkl,8a1e7ebc27cc5a9f4004a3f3108f08613aca32fbb09f2944eff603c032722e21
cec2020,5,50000,BIPOP-CMA,BIPOP-CMA-pycma,10,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/BIPOP-CMA/maxevals_50000/f10.pkl,15f7b888ca201b76c9d94e51e9d92e51ced244d6347c35259633e5fe77230e1e
