suite,dimension,budget,algorithm,payload_algorithm,function_id,n_runs,terminal_value_source,nfev_total_known,nfev_total_min,nfev_total_max,overrun_runs,max_budget_excess,source_path,source_sha256
cec2014,10,100000,ARRDE,ARRDE-minionpy,1,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2014/d10/ARRDE/maxevals_100000/f1.pkl,efa83da2479fff7acda5904c174a33f6a8dad4f21d77a24d92314bce73f69aef
cec2014,10,100000,ARRDE,ARRDE-minionpy,2,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2014/d10/ARRDE/maxevals_100000/f2.pkl,7557e596191165c043d17441e8c997794f2135007cd3f001955ae341b4b32cb1
cec2014,10,100000,ARRDE,ARRDE-minionpy,3,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2014/d10/ARRDE/maxevals_100000/f3.pkl,e69b0c2acbb6aebb3f85087cb8b0ecede8e027fd2cfa00a958406caa26597679
cec2014,10,100000,ARRDE,ARRDE-minionpy,4,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2014/d10/ARRDE/maxevals_100000/f4.pkl,23a03940ed3fce824a2cf25b72270e024db04908368c15284f02395bb1b0ce25
cec2014,10,100000,ARRDE,ARRDE-minionpy,5,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2014/d10/ARRDE/maxevals_100000/f5.pkl,b3c3e3f6c3365805ee1fb1dc1596b09e299fa605dee35cbe84c2b47f0682c53d
cec2014,10,100000,ARRDE,ARRDE-minionpy,6,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2014/d10/ARRDE/maxevals_100000/f6.pkl,da56e80c6872fba6b593e056aafee9ad3e311ebc3c0bbd1e6737c3493faf03c6
cec2014,10,100000,ARRDE,ARRDE-minionpy,7,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2014/d10/ARRDE/maxevals_100000/f7.pkl,89bbeed99093e77a0b459752386013a8322bcbd6866750755ae2211e4b74aff3
cec2014,10,100000,ARRDE,ARRDE-minionpy,8,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2014/d10/ARRDE/maxevals_100000/f8.pkl,49a6f183481097a67abfc2967b454f89169a61fc49df64cde47900a2cde39d37
cec2014,10,100000,ARRDE,ARRDE-minionpy,9,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2014/d10/ARRDE/maxevals_100000/f9.pkl,1e3a34ab6035fa31e95bfb15c08a2a402a78163d0cd09d5f8af0c4ccb1201523
cec2014,10,100000,ARRDE,ARRDE-minionpy,10,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2014/d10/ARRDE/maxevals_100000/f10.pkl,1bfbc0047844665a4049ace2f84b440ebe97f489c3e48e2c316d874dd4fa9509
cec2014,10,100000,ARRDE,ARRDE-minionpy,11,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2014/d10/ARRDE/maxevals_100000/f11.pkl,cb3847f5ddfa81b075881b7945f42ad92cd1eefb02d43f10672dd3d8ac1096f2
cec2014,10,100000,ARRDE,ARRDE-minionpy,12,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2014/d10/ARRDE/maxevals_100000/f12.pkl,a92e7dcfb18b2e0e1b52095a713e06b19caf64ae417558b1b497ae1b8ab55599
cec2014,10,100000,ARRDE,ARRDE-minionpy,13,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2014/d10/ARRDE/maxevals_100000/f13.pkl,59ce379480e43dd805f0f025b6042dd7e8b42fdec0ae344579754af8c2bd1d84
cec2014,10,100000,ARRDE,ARRDE-minionpy,14,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2014/d10/ARRDE/maxevals_100000/f14.pkl,c7a37f64e9bf7b613be3dcc038f4aeb2c9225f3027ead05863058544b1c723e9
cec2014,10,100000,ARRDE,ARRDE-minionpy,15,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2014/d10/ARRDE/maxevals_100000/f15.pkl,fb90f96cfd65867829bb2f4a4076976f7e9d4467d74cccbb0fc94e171f8e5229
cec2014,10,100000,ARRDE,ARRDE-minionpy,16,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2014/d10/ARRDE/maxevals_100000/f16.pkl,49e4530c9981a974cf33b5e1f41b6c39bd7f0747717690bc6bc4e971400b8dfb
cec2014,10,100000,ARRDE,ARRDE-minionpy,17,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2014/d10/ARRDE/maxevals_100000/f17.pkl,62dc1eac340c159019bfb8b185295d613ea4daaff1a9142b1af286228265afa8
cec2014,10,100000,ARRDE,ARRDE-minionpy,18,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2014/d10/ARRDE/maxevals_100000/f18.pkl,1d7da8b8a25986f37585cc1e95b87ddf830d692e31774d207532746a17d0daa7
cec2014,10,100000,ARRDE,ARRDE-minionpy,19,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2014/d10/ARRDE/maxevals_100000/f19.pkl,bd8901a307c8ac3c14526732b7a9ff0efeb0467f20cd30000fa3f15995e0cba1
cec2014,10,100000,ARRDE,ARRDE-minionpy,20,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2014/d10/ARRDE/maxevals_100000/f20.pkl,bfacd5952d1c34b0ce1818c57fd4eef229873b73de23c73f7eb00343e3eadca0
cec2014,10,100000,ARRDE,ARRDE-minionpy,21,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2014/d10/ARRDE/maxevals_100000/f21.pkl,47d79f489f233e52bcd46e214c6491a5be92c0164190973d553697bd570e74af
cec2014,10,100000,ARRDE,ARRDE-minionpy,22,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2014/d10/ARRDE/maxevals_100000/f22.pkl,ff78ec0811c76d6012d41c0ade171e9c6067cf2cf4b048a935990b72c897c2a8
cec2014,10,100000,ARRDE,ARRDE-minionpy,23,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2014/d10/ARRDE/maxevals_100000/f23.pkl,fc364b76e7533360aae3b4dd0465c0fa14eb021d1a377d914bea27eb1b0a857f
cec2014,10,100000,ARRDE,ARRDE-minionpy,24,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2014/d10/ARRDE/maxevals_100000/f24.pkl,3911fc4f89f1a3c6786b59b54062d8c049cd4cb6b98d3df187b47becc8d431c0
cec2014,10,100000,ARRDE,ARRDE-minionpy,25,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2014/d10/ARRDE/maxevals_100000/f25.pkl,35d74f8291f43ad36acb45e232b58b14a70eb7b3b829b91f192ca68a8bb22d93
cec2014,10,100000,ARRDE,ARRDE-minionpy,26,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2014/d10/ARRDE/maxevals_100000/f26.pkl,998ba5a76c6b4e7d267951c252e6931d43808f7b206340b79be77ef745f4f05e
cec2014,10,100000,ARRDE,ARRDE-minionpy,27,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2014/d10/ARRDE/maxevals_100000/f27.pkl,71dc3358dc4560935bd6c5f69c6529c50c849ba39d0dab4fcd1a7f6c5d086367
cec2014,10,100000,ARRDE,ARRDE-minionpy,28,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2014/d10/ARRDE/maxevals_100000/f28.pkl,da030ad10da606fe120c0a531c4eaba8dd197192d40530ce1852a9b101b67faa
cec2014,10,100000,ARRDE,ARRDE-minionpy,29,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2014/d10/ARRDE/maxevals_100000/f29.pkl,6f65aa5f0bb88ec04652947e847d0b604a8804ae2288fdcdecbd60c8dc2a5969
cec2014,10,100000,ARRDE,ARRDE-minionpy,30,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2014/d10/ARRDE/maxevals_100000/f30.pkl,b7b61dc6b5e91a8f6af2a9b6f6f5c4d6013e2a65b11f97c588e07005e7140c12
cec2014,10,100000,BIPOP-CMA,BIPOP-CMA-pycma,1,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2014/d10/BIPOP-CMA/maxevals_100000/f1.pkl,1f54b82a5f803890f225a301b9a9947a96aa30ff9b6d37bb90312f8bdc5113c3
cec2014,10,100000,BIPOP-CMA,BIPOP-CMA-pycma,2,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2014/d10/BIPOP-CMA/maxevals_100000/f2.pkl,54ed7ef3b26765f469857ec49668ecaad51828f2e9216c4256c11af3b4a1c922
cec2014,10,100000,BIPOP-CMA,BIPOP-CMA-pycma,3,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2014/d10/BIPOP-CMA/maxevals_100000/f3.pkl,04515afd909b59a169dab4bb7435810ec23bc63d8dfa9fac9cc8ac45a0cf630f
cec2014,10,100000,BIPOP-CMA,BIPOP-CMA-pycma,4,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2014/d10/BIPOP-CMA/maxevals_100000/f4.pkl,95bfb0768242929122d1cfbf9c12c87fb1fb79efc8fd8106e4f06587417a665a
