suite,dimension,budget,algorithm,payload_algorithm,function_id,n_runs,terminal_value_source,nfev_total_known,nfev_total_min,nfev_total_max,overrun_runs,max_budget_excess,source_path,source_sha256
cec2020,20,10000000,ARRDE,ARRDE-minionpy,1,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d20/ARRDE/maxevals_10000000/f1.pkl,46fc21bfc67bb52a9933b0f6d5bb13ba5098b503a94111a846e3b218d21b2363
cec2020,20,10000000,ARRDE,ARRDE-minionpy,2,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d20/ARRDE/maxevals_10000000/f2.pkl,f23d1248865b5004d989b3421df487dda3d866ddb1886961e3f1fa40ff6cc0ac
cec2020,20,10000000,ARRDE,ARRDE-minionpy,3,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d20/ARRDE/maxevals_10000000/f3.pkl,c10e626661b9c0828a11cafb84b10c6d948aa3dd77955b3bd80bbdbb71b59e03
cec2020,20,10000000,ARRDE,ARRDE-minionpy,4,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d20/ARRDE/maxevals_10000000/f4.pkl,24e2a2c09f35987758cb0eb5d1b62219c06707ebd9e951e1757cc875d9aa81ec
cec2020,20,10000000,ARRDE,ARRDE-minionpy,5,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d20/ARRDE/maxevals_10000000/f5.pkl,c287e174790dd4bcb41f03c79f9a022ec05db41ca1e030ff011f9c03f4784720
cec2020,20,10000000,ARRDE,ARRDE-minionpy,6,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d20/ARRDE/maxevals_10000000/f6.pkl,c9469d97bad41e9a05d4fe9799a4026472d21cc22f4ccfdecdb65a81420d9a59
cec2020,20,10000000,ARRDE,ARRDE-minionpy,7,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d20/ARRDE/maxevals_10000000/f7.pkl,d6a2966dd52e8f8481c38d57c0014b3a595e8d31a67172466a0e3d2b1ee09d80
cec2020,20,10000000,ARRDE,ARRDE-minionpy,8,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d20/ARRDE/maxevals_10000000/f8.pkl,be0cdc1c9c2198249d2026ee3e9ba3d7ae780722cd0c1ca281716b1517729226
cec2020,20,10000000,ARRDE,ARRDE-minionpy,9,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d20/ARRDE/maxevals_10000000/f9.pkl,9068858876f11e722fea37ec80aa0c2c3eebaad91aa5115221766d95bb0c28ff
cec2020,20,10000000,ARRDE,ARRDE-minionpy,10,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d20/ARRDE/maxevals_10000000/f10.pkl,1744a350b70a86d1406072ef09f943f0de29697af372b923595f6b8adf48efc3
cec2020,20,10000000,BIPOP-CMA,BIPOP-CMA-pycma,1,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d20/BIPOP-CMA/maxevals_10000000/f1.pkl,89cdff66b12574f6829c10540d2213caa23254b7be1fed0b253557140bd598e2
cec2020,20,10000000,BIPOP-CMA,BIPOP-CMA-pycma,2,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d20/BIPOP-CMA/maxevals_10000000/f2.pkl,1268fea411d1ee79c559b4feba8b21456d11945eefd62338614a86c9df772767
cec2020,20,10000000,BIPOP-CMA,BIPOP-CMA-pycma,3,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d20/BIPOP-CMA/maxevals_10000000/f3.pkl,45c4371e4dacfe7813550994f62adad21ac26a91c9975f6d5e624e17141de675
cec2020,20,10000000,BIPOP-CMA,BIPOP-CMA-pycma,4,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d20/BIPOP-CMA/maxevals_10000000/f4.pkl,5f61ba71ad74cabd0096de2161fbac7f06f82a27ccdb8350be68d3d317b4cc18
cec2020,20,10000000,BIPOP-CMA,BIPOP-CMA-pycma,5,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d20/BIPOP-CMA/maxevals_10000000/f5.pkl,9e34179e5f6d579ab0ed2d1e6091c167a761efba2ecab992f2b7f7185a338280
cec2020,20,10000000,BIPOP-CMA,BIPOP-CMA-pycma,6,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d20/BIPOP-CMA/maxevals_10000000/f6.pkl,38c938779800b58e94a8ea21c557c56adec23f20ff94d4a70ef0499a711d8857
cec2020,20,10000000,BIPOP-CMA,BIPOP-CMA-pycma,7,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d20/BIPOP-CMA/maxevals_10000000/f7.pkl,6d77ead6269b600ba5a8354507b8e2ccabd03ec04d9605944f38785aa612f504
cec2020,20,10000000,BIPOP-CMA,BIPOP-CMA-pycma,8,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d20/BIPOP-CMA/maxevals_10000000/f8.pkl,de66dd7cfab72c1ee46572d3f92d4d271754a66f29c61c88c63271dceb6b8816
cec2020,20,10000000,BIPOP-CMA,BIPOP-CMA-pycma,9,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d20/BIPOP-CMA/maxevals_10000000/f9.pkl,6a9bfff5cb0ee6230aae788a173f8dc8b640edfd109e6c88b57bb9707614e112
cec2020,20,10000000,BIPOP-CMA,BIPOP-CMA-pycma,10,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d20/BIPOP-CMA/maxevals_10000000/f10.pkl,2c8612f88e3a5ca961bd820fd92e8a2657383cf172443926bd284905f66b41ec
cec2020,20,10000000,LSRTDE,LSRTDE-minionpy,1,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d20/LSRTDE/maxevals_10000000/f1.pkl,b6066bb32f12b537763bbe91b7991cd0aa1043786acb4c537155f39f56d9eaf5
cec2020,20,10000000,LSRTDE,LSRTDE-minionpy,2,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d20/LSRTDE/maxevals_10000000/f2.pkl,ce92bc328316cdc9be846a8fa8c341b948abc59e1cb33f1de1a38fde58738adb
cec2020,20,10000000,LSRTDE,LSRTDE-minionpy,3,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d20/LSRTDE/maxevals_10000000/f3.pkl,8e66ccc51f05c7318f5fd48e66a37c2d23155ee4408e43c58c322c33134b77dc
cec2020,20,10000000,LSRTDE,LSRTDE-minionpy,4,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d20/LSRTDE/maxevals_10000000/f4.pkl,62280340f05f03193d2c3e6f49ff74de9cf3b3cef16072dacf124315cc631f8c
cec2020,20,10000000,LSRTDE,LSRTDE-minionpy,5,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d20/LSRTDE/maxevals_10000000/f5.pkl,d000906436fcd662e6f7d56e5ab4c58eaa77a3e19dc9fdf31985758f15f01f4e
cec2020,20,10000000,LSRTDE,LSRTDE-minionpy,6,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d20/LSRTDE/maxevals_10000000/f6.pkl,9c323800e00e7697b33e96d729f784479cb23c3df2499735b0349c350cfd2ab1
cec2020,20,10000000,LSRTDE,LSRTDE-minionpy,7,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d20/LSRTDE/maxevals_10000000/f7.pkl,e08f52b182bdc22ff29a14dcb327ae3851d3ad08c2afe5ea86c1af341adab139
cec2020,20,10000000,LSRTDE,LSRTDE-minionpy,8,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d20/LSRTDE/maxevals_10000000/f8.pkl,b58075e9b5a60023d6f0d7b0a4da577a2cbed99131b7981d1b361d036c866240
cec2020,20,10000000,LSRTDE,LSRTDE-minionpy,9,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d20/LSRTDE/maxevals_10000000/f9.pkl,3a0e06cb568fa0ec51b2e04fcd9a7e8a047d9cf3ed71988faaa5e7165aa9efd9
cec2020,20,10000000,LSRTDE,LSRTDE-minionpy,10,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d20/LSRTDE/maxevals_10000000/f10.pkl,b5becc80a598f9f39a726c387a0d50fcd9976fcc4301d016fc3a55659a56191a
cec2020,20,10000000,MSC-CMA,MSC-CMA,1,51,pkl.errors,True,9618644,9644514,0,0,/home/svety/cma_es_project/experiments/cec2020/d20/MSC-CMA/maxevals_10000000/f1.pkl,41f886079ab7553fd5df92ff8321bbca0e638060d7808bc203b311d9fb771295
cec2020,20,10000000,MSC-CMA,MSC-CMA,2,51,pkl.errors,True,9629161,9768812,0,0,/home/svety/cma_es_project/experiments/cec2020/d20/MSC-CMA/maxevals_10000000/f2.pkl,87b071eb8d4d9183cd14225d3808791ac92c55caad646e4cdb08a6bb7210df6f
cec2020,20,10000000,MSC-CMA,MSC-CMA,3,51,pkl.errors,True,9620994,9760638,0,0,/home/svety/cma_es_project/experiments/cec2020/d20/MSC-CMA/maxevals_10000000/f3.pkl,7e0e214175b129dfa9edc5206d5f5d5959896f7345e59cc953ea560380332c93
cec2020,20,10000000,MSC-CMA,MSC-CMA,4,51,pkl.errors,True,9647165,10000007,2,7,/home/svety/cma_es_project/experiments/cec2020/d20/MSC-CMA/maxevals_10000000/f4.pkl,23d263ae3c1712eafb906ebb285afec1c13adf01fc5df2b13f41b80d1e6a6f9f
cec2020,20,10000000,MSC-CMA,MSC-CMA,5,51,pkl.errors,True,9630793,9677754,0,0,/home/svety/cma_es_project/experiments/cec2020/d20/MSC-CMA/maxevals_10000000/f5.pkl,a2361315c161eb7c6b2320ab825656e2ae8ca3c55a78937fb60186079d8d7bfd
